-1.3761,-0.67047
0.38221,1.6069
0.48227,1.8728
1.4653,1.1294
0.85917,1.743
-0.78815,-1.6653
-1.2341,-1.1782
-0.91997,1.4049
1.8484,-0.22907
0.97776,-1.8396
0.62934,1.6782
1.0109,1.3979
1.4332,0.82898
-1.359,-0.65401
-1.6087,-0.36801
1.6093,-1.4535
1.963,-0.99085
0.45295,1.6772
1.9752,-0.70436
-0.7697,-1.8506
-1.4836,-0.424
-0.37435,-2.0516
1.8975,-0.58682
-1.0776,-1.5668
-0.44732,-1.7527
0.48652,-2.2482
-0.93593,-1.6536
-0.92058,1.4246
-0.0027292,-2.1924
1.76,-0.99783
1.0521,1.4023
-1.452,-0.76112
-0.94882,-1.4895
1.417,0.94758
-1.1799,-0.9548
-0.91813,1.403
2.1117,-0.12845
-1.4112,-0.53678
0.81855,-1.9452
0.66908,-2.1508
-1.3403,-0.18766
1.9091,-0.36686
0.61801,1.9425
1.5675,-1.4445
1.1968,-1.9565
-1.5166,0.01932
0.37766,1.6294
-0.312,1.8658
-1.1736,-1.1677
-0.62254,-1.7341
-0.25327,1.4688
0.28188,-2.2159
1.1224,-2.0087
0.13995,1.6859
-1.0195,1.261
1.0509,-1.9747
0.68572,1.3541
1.6962,-0.80389
2.1184,-0.9408
-0.30941,-1.9912
0.81224,-2.0014
-1.385,-0.58919
-0.55644,1.5874
-1.6157,0.43293
-1.4222,0.50003
1.7938,-1.2172
0.092336,1.644
1.6049,0.11543
1.491,-2.0206
-0.10932,-2.0219
1.7898,-1.0001
0.7606,-2.1649
-0.29221,1.9051
-1.5155,0.26326
2.0249,0.064265
-0.016753,1.7329
0.2855,-2.215
0.08613,1.7926
1.849,0.62013
-0.39331,1.5535
-0.59649,-1.7904
-1.5483,0.49269
-1.1924,-1.0855
-1.5315,0.18213
-1.4864,0.092429
1.0832,1.3695
-1.2232,-1.1717
-0.61825,1.5099
-1.3045,0.36143
-1.2245,0.92387
-0.86717,-1.547
1.0162,1.2038
-1.2863,-0.36644
-1.1136,1.0919
1.5457,0.53937
-1.3434,0.91468
-0.52678,1.6762
1.8565,0.16728
-0.014332,-2.2123
-1.1969,-0.54227
1.5779,0.78121
-0.26144,1.8596
1.77,-1.339
1.7521,0.62402
-1.0745,-1.3422
1.7387,0.52322
1.7301,0.51724
-1.0602,0.82081
0.25182,-2.3104
1.8589,-0.049204
1.064,1.2173
2.0684,-0.10484
0.34341,-2.0227
1.9299,-0.82902
-1.1699,1.1614
-1.3551,-0.36103
0.21314,1.6407
1.2167,1.0788
1.9384,-0.43715
1.2398,1.2826
1.4373,-1.9472
-0.40847,1.6234
-0.83453,1.4971
-0.97121,-1.644
-0.57496,-1.8948
1.8627,0.041889
-0.8569,1.4227
-1.522,-0.65611
-0.34794,1.7331
-1.5157,-0.21438
1.6972,-0.94661
1.3144,-1.78
-0.5178,-1.8163
-1.2795,-1.2431
1.6853,0.6842
-1.2168,-0.73857
-1.2004,1.2203
1.7814,-0.90521
1.3294,-1.7715
-0.34333,1.6924
-0.58937,1.539
1.2527,-1.7671
-0.30427,1.706
-1.4309,-0.066544
1.6759,-1.4628
-0.23658,1.7778
0.42766,1.7719
-0.1348,-2.0715
0.90571,-2.2002
0.38232,-2.0633
1.3857,1.159
1.531,-1.7099
0.80193,1.7867
1.7238,0.41265
-0.20901,1.8716
-0.94796,-1.6551
-0.10252,-1.9411
0.18268,1.8145
0.055498,-2.0829
-0.69988,-1.4209
1.838,-0.79122
1.8068,-1.2314
-0.80984,-1.7918
-0.40746,1.675
1.5263,-1.2988
-1.0226,1.2009
-1.2648,-0.91056
-1.2999,-0.90942
-1.2361,0.94381
-0.69801,1.6189
1.7834,-0.82436
0.93099,-2.1229
0.95336,1.4511
1.8612,-1.4554
0.41255,1.6716
-0.21084,-2.0446
-0.71874,-1.456
-1.4874,-0.30828
-1.4918,0.024206
0.21225,1.7253
0.76145,1.5706
1.0735,-1.95
-0.61447,-1.636
-1.204,0.9828
1.913,0.25577
-1.5154,0.69457
1.515,0.62093
1.9904,-0.97844
-0.49633,-1.727
-0.98659,-1.1857
-1.4463,0.17555
-1.282,0.72184
1.6878,0.40629
1.8186,0.64938
1.9384,-0.50934
-1.3047,0.5605
0.064276,-1.9718
1.7882,0.28796
0.15509,-2.0993
1.609,-1.1616
1.7084,-1.1673
0.37302,-2.2209
-1.1008,1.1833
-0.40812,1.72
0.83265,1.5158
-1.2372,-0.68344
-0.83782,-1.3486
2.0214,-0.42538
1.0452,1.494
-1.5275,0.55645
1.8282,0.32393
-0.86185,1.6439
1.1378,1.3255
-0.19582,-1.9378
-0.61063,-1.8058
1.3146,1.1776
0.92076,1.4517
-1.2205,0.73971
0.15242,-2.0802
0.094019,-2.1747
-0.5729,1.4981
0.65339,-2.2419
0.08683,1.6523
-1.5249,-0.31944
-0.38686,-1.7897
-0.72694,1.4589
1.7695,-1.1603
1.2627,1.3403
1.0296,-1.929
1.6812,0.36158
-1.5781,0.31247
0.052839,-2.1081
1.8929,-0.053714
1.9264,-0.0066935
-1.1105,-1.0959
-1.0655,-1.502
1.4513,1.074
0.50818,-2.1207
1.1754,-2.1776
0.62516,1.4965
-0.1515,1.7503
0.82741,-2.1051
1.8396,-1.3631
1.0073,-2.0906
1.3606,-1.8162
-1.287,0.8079
1.6555,-1.3824
-0.50046,-1.7439
0.8031,1.4265
-1.5862,-0.033621
1.3734,0.84329
-0.051016,1.7299
1.4061,0.83811
1.3932,-1.6087
1.4846,0.87021
1.8893,-0.30835
1.6009,-1.608
1.0506,1.1987
1.4795,-1.6883
0.77467,-2.1256
-1.4454,0.92828
-1.2444,0.78737
1.7154,0.49491
1.6867,-1.3408
0.1389,1.8302
-0.88966,1.5059
-1.4394,0.65405
1.3264,1.1297
-1.1266,1.1451
-1.2359,-1.0708
-1.4077,0.31599
