2.1391,-2.0882
4.7256,-1.3518
4.9065,-1.81
-0.9994,0.80187
0.010682,-1.374
-0.60633,0.67662
0.62448,-1.444
3.7871,-2.2438
1.1817,1.0134
-1.3657,-0.042285
4.8314,-1.8779
2.3645,-2.1304
4.3625,-1.8884
3.5703,-2.1626
-1.1037,0.90744
-1.118,-0.22865
-1.2693,0.28315
0.12972,0.99347
4.9449,-1.0476
-1.4364,0.39523
4.779,-0.8492
4.4741,-1.9695
-0.58731,1.0464
2.1749,0.76194
1.4315,0.96478
-1.1498,-0.11054
4.2156,-1.9786
2.6956,-2.0356
3.068,-2.2447
-1.3107,-0.090977
4.3653,-0.46791
4.8914,-1.0541
4.0209,0.016298
1.0331,-1.7722
-1.2809,0.44588
-0.91813,0.82985
0.5359,1.0724
4.6898,-2.0092
4.6165,-0.66356
4.8711,-0.65371
5.1243,-1.69
-1.0808,0.55148
-0.79613,0.64683
3.9311,-2.2555
-1.1668,0.79832
-1.0115,-0.48298
4.9635,-1.5454
4.0516,-0.041068
-1.0726,-0.47031
-0.58214,0.74518
4.5952,-1.9169
-1.5161,0.014139
4.9204,-1.5585
2.4632,0.64705
-0.4943,0.93453
-1.4744,0.35027
-1.3547,0.29606
0.92852,0.99359
-0.60888,-0.63747
5.1249,-1.1414
3.984,-2.0716
0.87764,1.1628
1.7264,0.78507
-0.5652,1.0575
1.2849,-1.7617
-1.2769,-0.19303
-0.53393,-0.85399
-0.51629,-1.0959
3.8546,-0.020549
4.9614,-1.4751
4.1737,-2.1722
4.4172,-0.67473
4.1926,-0.41484
-1.4145,0.070413
1.5198,0.86906
1.66,-1.8335
2.5077,0.39405
4.5508,-1.8842
3.0207,0.33023
3.6067,-2.2736
1.8884,0.84651
4.7548,-0.9311
4.9288,-0.79815
1.0948,-1.6894
-0.072223,-1.2432
4.9418,-1.4596
-0.81917,-0.65342
4.8969,-1.8034
-0.658,0.8954
2.4522,-2.0743
0.52677,1.077
-0.84236,0.82913
-0.63979,-0.58178
3.4319,-2.0625
0.47495,-1.3378
0.69697,1.0519
1.0894,1.0036
3.9373,0.021014
0.53112,-1.4311
-0.65143,0.96844
0.3254,1.0014
0.82947,0.85245
2.7599,0.54615
-0.2883,-1.0479
-1.0341,0.54108
2.769,0.57676
-0.1285,1.0597
3.3439,0.34388
2.4942,-2.0983
3.3135,0.23018
3.1448,0.19216
-0.86091,-0.39508
-0.22225,-1.1424
1.5663,-1.9708
-1.3719,0.39878
3.1904,0.28711
0.49597,0.94236
4.6309,-2.0097
2.0798,-2.0914
3.26,-2.0685
1.2555,-1.8099
3.8137,0.08736
0.80183,-1.7522
4.5843,-0.78979
-1.3628,-0.11641
3.6203,-2.1021
1.4057,0.79074
4.8821,-1.2337
4.7834,-1.0968
-1.4753,0.23305
3.374,-2.2281
4.5266,-0.66989
-1.2855,0.29604
0.053872,1.0302
0.41253,-1.4212
4.359,-2.1726
0.69863,-1.6736
-0.54186,-0.8413
5.0061,-1.2182
2.99,-2.2088
3.6328,-0.016014
4.0608,-0.28665
-0.6477,-0.92786
-1.1279,0.53435
-0.50589,-0.92077
-0.88304,-0.84341
4.6903,-1.9792
-1.2661,0.16581
4.9461,-1.2842
4.1197,-0.45581
-1.3213,-0.021636
-0.2266,0.91586
3.8726,-2.1601
4.3097,-2.062
4.3566,-2.0656
4.8702,-1.7223
1.9985,-2.1337
0.10187,-1.43
-0.894,-0.64685
2.0476,0.80636
-1.4549,0.39384
-0.29423,0.91592
-0.042167,1.1677
2.643,-2.2115
3.4253,0.16527
4.0481,-2.0852
2.1292,0.62337
4.8819,-0.96493
2.7639,-1.9758
1.5646,-2.1132
0.36921,-1.4874
2.2441,-1.8204
4.9938,-1.6208
0.0026112,-1.2724
0.55396,0.99142
0.23361,-1.3174
-1.1834,0.4849
1.3813,-1.874
4.0638,-0.14362
2.9799,0.2269
3.0241,-2.0218
